taskname,category
Special Inspection Services (Intertek),Soft Costs
Special Inspections,Soft Costs
Special Inspections  (Under Huntsman),Soft Costs
Special Inspections & Environmental,Soft Costs
Special Inspections & Material Testing,Soft Costs
Special Inspections & Sign Offs (2%),Soft Costs
Special Inspections (AK Engineering),Soft Costs
Special Inspections (if applicable),Soft Costs
Special Inspections - .50% of construction L3,Soft Costs
Special Inspections - .75% of construction,Soft Costs
Special Inspections - 0.15% of construction,Soft Costs
Special Inspections - AK Engineering,Soft Costs
Special Inspections - AMAA,Soft Costs
Special Inspections - Allowance,Construction
Special Inspections - Milrose,Soft Costs
Special Inspections - Roku direct vendor,Soft Costs
Special Inspections - Smoke Control,Soft Costs
Special Inspections / Testing,Soft Costs
Special Inspections Consultant - AK Engineering,Soft Costs
Special Inspections and Testing,Soft Costs
Special Inspections/Asbestos,Soft Costs
Special Inspections/Testing,Soft Costs
Special Inspector,Uncategorized
Special Inspector (AK Engineering),Soft Costs
Special Inspector (Milrose),Uncategorized
Special Inspector- Other,Uncategorized
Special inspections,Soft Costs
Specialist A/V,FF&E + Millwork
Specialities Other,Uncategorized
Specialties,Uncategorized
Specialties & Special Construction,Construction
Specialties (Appliances and Signage),FF&E + Millwork
Specialties (Studio),Uncategorized
Specialties - Appliances,FF&E + Millwork
Specialties - Window Treatment,FF&E + Millwork
Specialties Pest Control,Uncategorized
Specialties-Exp,Uncategorized
Specialty & Monument Signage,FF&E + Millwork
Specialty Casework,FF&E + Millwork
Specialty Chemicals,Uncategorized
Specialty Construction,Construction
Specialty Consultants,Soft Costs
Specialty Consultants - Additional Services,Soft Costs
Specialty Contractors,Uncategorized
Specialty Contractors LN Piping (Princeton CryoTech),Construction
Specialty Cost Allowances,Construction
Specialty Door Materials,Uncategorized
Specialty Doors,Uncategorized
Specialty Doors - Roll up Doors,Uncategorized
Specialty Equipment,FF&E + Millwork
Specialty Graphics/Signage,FF&E + Millwork
Specialty Items,Uncategorized
Specialty Lighting,Uncategorized
Specialty Movers,FF&E + Millwork
Specialty Signage / Graphics / Branding,FF&E + Millwork
Spent Expenses,Uncategorized
Sport Court Allowance,Construction
Sports Equipment / Post-Construction Costs,FF&E + Millwork
Sprinkler - 15300,Construction
Sprinkler Contractor,Construction
Sprinkler Install,Construction
Sprinkler System,Construction
Sprinkler Upgrades - SA Comunale,Construction
Sprinkler Work,Construction
Sprinkler/ Plumbing Inspection,Soft Costs
Sprinklers,Construction
Stability Chambers,Uncategorized
Staff Dining,Uncategorized
Staffing,Uncategorized
Staging Premium,Uncategorized
Stair / Railing Design,Uncategorized
Staircase,Uncategorized
Stand Up Desk,FF&E + Millwork
Standard Adjustable Desk,FF&E + Millwork
Stanislaus - Down Spouts / Bumpers,Uncategorized
Stanley Security- Equipment Removal,FF&E + Millwork
Stantec Abatement Oversight & Reporting Job#185705083,Uncategorized
State Tax,Construction
State and City Sales Tax,Construction
State and Local Sales Tax,Construction
State and local sales tax,Construction
Stationary,Uncategorized
Statue Relocation,FF&E + Millwork
Statutory Approval Fees,Soft Costs
Statutory Consultant,Soft Costs
Steam - Mosto,Uncategorized
Steel,Construction
Steel - 5100,Construction
Steel - 5100 - Structural VT Package,Construction
Steel Shelving,FF&E + Millwork
SteerCo - Value Add - Final,Uncategorized
Stiles Avenue,Uncategorized
Stone Tiles - Carrara Marble,Construction
StoneShades Vendor,Uncategorized
Storage,Uncategorized
Storage Enhancements,FF&E + Millwork
Storage Fees,FF&E + Millwork
Storage Furniture- WC,FF&E + Millwork
Storage Shelving,FF&E + Millwork
Storage Trailers,FF&E + Millwork
Storage rack,FF&E + Millwork
Storage/Warehousing,Uncategorized
Store Belongings (weeks),Uncategorized
Store Move,FF&E + Millwork
Storefront,Uncategorized
Storefront - 8400,Uncategorized
Storm Sewer Certification,Construction
Storm Sewer Tie in,Construction
"Storm Water Mgmt, ESC, Green Fees",Construction
"Storm, Sewer, Water, Parks DC",Construction
Storr - Huddle Room Doors (L3),Uncategorized
Storr Decom,FF&E + Millwork
Streimer Sheet Metal,Uncategorized
Struct Bldg Stl Walks Pforms S,Uncategorized
Struct Cabling & Sound Masking- CommZone (Val),FF&E + Millwork
Structural,Soft Costs
Structural - Allowance - Ladder replacement,Construction
Structural - Field Verification or Permit Expeditor,Soft Costs
Structural - Gensler/KPFF,Construction
Structural - TI,Construction
Structural / Civil Engineer,Soft Costs
Structural Cabling/Permit,FF&E + Millwork
Structural Consultant,Soft Costs
Structural Consultant (3rd Party Review) - KPFF,FF&E + Millwork
Structural Design,Construction
Structural Drawings - Loading Dock,Construction
Structural Engineer,Soft Costs
Structural Engineer (ASD),Soft Costs
Structural Engineer (Allowance),Construction
Structural Engineer (GMS),Soft Costs
Structural Engineer (Previous),Soft Costs
Structural Engineer (Stairs & Threshold Inspections),Soft Costs
Structural Engineer (WSP),Soft Costs
Structural Engineer (under Gensler),Soft Costs
Structural Engineer - Allowance,Construction
Structural Engineer - DeStefano,Soft Costs
Structural Engineer - Destefano,Soft Costs
Structural Engineer - GMS,Soft Costs
Structural Engineer - Generator,Soft Costs
Structural Engineer - Hydradyne,Soft Costs
Structural Engineer - IMEG,Soft Costs
Structural Engineer - John A Martin & Assoc,FF&E + Millwork
Structural Engineer - MBC,Soft Costs
Structural Engineer - Moloney,Soft Costs
Structural Engineer - Murphy Burr Curry,Soft Costs
Structural Engineer - OJR,Soft Costs
Structural Engineer - Peer Review,Soft Costs
Structural Engineer - Presidents Plaza,Soft Costs
Structural Engineer - Rivera,Soft Costs
Structural Engineer - SK&A,Soft Costs
Structural Engineer - SMBH,Soft Costs
Structural Engineer - Silman (Under DR),Soft Costs
Structural Engineer - Skyfold/ Movable Doors,Soft Costs
Structural Engineer - TT,Soft Costs
Structural Engineer - Thornton Tomasetti,Soft Costs
Structural Engineer - Vertex,Soft Costs
Structural Engineer Allowance,Construction
Structural Engineer Peer Review,Soft Costs
Structural Engineer Reviews (Allowance),Construction
Structural Engineer Staircase,Soft Costs
Structural Engineer/ Sedr,Soft Costs
Structural Engineer/Misc Consultants,Soft Costs
Structural Engineer/WELL - TTA,Soft Costs
Structural Engineering,Soft Costs
Structural Engineering - SK&A,Soft Costs
Structural Engineering Fees,Soft Costs
Structural Engineers,Soft Costs
Structural Metal Labor,Construction
Structural Metal Materials,Construction
Structural Metals,Construction
Structural Peer Review,Construction
Structural Steel,Construction
Structural TI,Construction
Structural/Civil,Soft Costs
Structure Cabling,FF&E + Millwork
Structure Labor,Uncategorized
Structure Material,Uncategorized
Structure Material/Assembly,Uncategorized
Structured Cable,Uncategorized
Structured Cabling,FF&E + Millwork
Structured Cabling & Public Address System,FF&E + Millwork
"Structured Cabling (Switches, fiber adapter, print services, WAPs, Nexus)",FF&E + Millwork
Structured Cabling - FSG,FF&E + Millwork
Structured Cabling - Waveguide/SHI/FGX,FF&E + Millwork
Structured Cabling Costs,FF&E + Millwork
Structured Cabling Costs - CommZone,FF&E + Millwork
Structured Cabling Costs 1.0 Project,FF&E + Millwork
Structured Cabling Costs 2.0 Project,FF&E + Millwork
Structured Cabling Costs Think Tank 2.0 Project,FF&E + Millwork
Structured Cabling Costs/Sound Masking,FF&E + Millwork
Structured Cabling and WAPs,FF&E + Millwork
Structured Cabling/AV,FF&E + Millwork
Structured Cabling/Power/AV Costs,FF&E + Millwork
Studio & BOH Furniture,FF&E + Millwork
Studio BV Fees,Soft Costs
Studio ai - Contract Amendment (complete building),Soft Costs
Studio ai Architect,Soft Costs
Studio designer,Soft Costs
Stutzman - Equipment Purchase,FF&E + Millwork
Stutzman - Installation,Uncategorized
"Sub Release Package, Hard Costs only",Construction
Sub-Consultant (LCH/Jtec/Dreame),Soft Costs
SubLandlord Mgmnt Fee,Soft Costs
Subcontractor Permitting,Soft Costs
Subguard Insurance,Soft Costs
Submetering,Uncategorized
Submittal Costs,Uncategorized
Subtotal Base Contract,Construction
Subtotal Construction,Construction
Subzero - IT Contractor,Uncategorized
Subzero - IT Owned Contract,Uncategorized
Suite 280 Construction Reqs per Lease,Construction
Sunbelt Title - Furniture - Leased,FF&E + Millwork
Sunbelt Title Construction,Soft Costs
Sunk 5th Floor Design Costs,Soft Costs
Sunk 5th Floor Project Management Cost,Soft Costs
Superior Builders (Demising Wall),Construction
Superior Builders (Direct Export),Construction
Superior Builders (Western Transfer),Construction
Supervision,Uncategorized
Supervision Fees,Soft Costs
Supplemental Cooling,Uncategorized
Supplemental Furniture (Reinstall Stored Furniture),FF&E + Millwork
Supplied by Owner,Uncategorized
Supplied by Owner Contingency,Construction
Supplied by Owner Contingency (10%),Construction
Supply by Owner,Uncategorized
Surface Tablets,Uncategorized
Surplus Furniture Moving,FF&E + Millwork
Survey,Soft Costs
Survey - ACM,Soft Costs
Survey - ALTA,Soft Costs
Survey - Final As-Built,Soft Costs
Survey - Montrose,Soft Costs
Survey - Sewer scope,Soft Costs
Survey / As-Builts,Soft Costs
Survey Engineer -Triad,Soft Costs
"Survey, Civil and Landscaping",Soft Costs
"Surveying, Recording, and Testing Allowance",Construction
Surveyor,Soft Costs
Surveys/Testing/Soil Reports,Soft Costs
Sustainability - Consultant LEED,Soft Costs
Sustainability - Consultant WELL,Soft Costs
Sustainability - Energy Model,Soft Costs
Sustainability Consultant,Soft Costs
Sustainability Consulting,Soft Costs
Sustainability Project Management,Soft Costs
Sustainability consultant,Soft Costs
Swing Space,Uncategorized
Swing Space- Security,FF&E + Millwork
Switch 48 port,Uncategorized
Switches Routers & Hubs,Uncategorized
"Switches, Routers & Hubs",Uncategorized
Synchronized Clocks,Uncategorized
System / Modular Funiture,Uncategorized
System Furniture/ White goods - CAP,FF&E + Millwork
Systems Furn-Exp,Uncategorized
Systems Furniture,FF&E + Millwork
Systems Furniture (Alight),FF&E + Millwork
Systems Furniture Install- Wave,FF&E + Millwork
TA - Contigency,Uncategorized
TAS,Uncategorized
TAS / TDLR,Soft Costs
TAS / TDLR Consultant,Soft Costs
TAS Review,Soft Costs
TAS Review & Inspection,Soft Costs
TAXES,Uncategorized
TC Merritt Land Surveyor,Soft Costs
TCR,Uncategorized
TDD,Uncategorized
TDH Inspection Allowance,Construction
TDLR,Uncategorized
TECH- A/V Equipment,FF&E + Millwork
TECH- Comm / Data Cabling,FF&E + Millwork
TECH- Security Equipment,FF&E + Millwork
TELDATA,Uncategorized
TEWO's,Uncategorized
TG Contingency,Construction
TI - Arch - CA,Uncategorized
TI - Commissioning Services,Soft Costs
TI - Construction,Construction
TI - Exterior Security,FF&E + Millwork
TI - Generator Air Quality/Fuel Consultant,Soft Costs
TI - JLL Project Management,Soft Costs
TI - MHH Management Fee,Soft Costs
TI - NIA Allowance Escalation,Construction
TI - Pest Control,Uncategorized
TI - RF Shielding Testing,Soft Costs
TI Allowance,Construction
TI Construction,Construction
TI Contingency,Construction
TI General Construction,Construction
TI General Construction (Design/Build-LL Reimb),Construction
TI Office Allowance for 4000 SF,Construction
TI Warehouse Equipment Allowance,Construction
TI to BB Scope Shifts,Uncategorized
TI-Carpet & Paint Refresh,FF&E + Millwork
TI: ASC,Uncategorized
TI: Imaging,Uncategorized
TI: Second Floor Allowance,Construction
TI: Urgent Care,Uncategorized
TIA,Uncategorized
TIA (Tenant Improvement Allowance),Construction
TIA - Expansion Suite,Construction
TIA Office,Uncategorized
TIA Retail / Restaurant,Uncategorized
TIF Contributions,Uncategorized
TJU PDC Fee,Soft Costs
TK Concrete,Construction
TK Plaza,Uncategorized
TK Site Plan by KH,Construction
TK Site Work Costs,Construction
TK Vault Excavation & Backfill,Construction
TKE Elevator,Construction
TM Technology,Uncategorized
TOTAL CAPITALIZED INTEREST,Uncategorized
TOTAL CONSTRUCTION COST,Construction
TOTAL CONSULTANT FEE,Soft Costs
TOTAL JLL FEE,Soft Costs
TOTAL PROJECT COST,Uncategorized
TPG Architecture,Soft Costs
TRG Planning Support,Uncategorized
TSDC estimate for 80k SF Building,Uncategorized
TURNKEY  (CLOSED BOOK - ALL INCLUDED),Uncategorized
TV Channel Licensing Fee,Soft Costs
TV Displays - Owner Provided,Uncategorized
TV Distribution,Uncategorized
TV Installation,Uncategorized
TV Refresh,Uncategorized
TV Studio - Equipment,FF&E + Millwork
TV System,Uncategorized
TV and Cable,Uncategorized
TV's & LED Screens,Uncategorized
TVs & LED Screens,Uncategorized
Tab and CX,Uncategorized
Tables,FF&E + Millwork
"Tables, Seating",FF&E + Millwork
Tall Display Case,Uncategorized
Tap Fees - Water and Sewer,Construction
"Tap, Meter, and Stormwater Fees",Construction
Task Chairs,FF&E + Millwork
Task Seating,FF&E + Millwork
Tax,Uncategorized
Tax & Freight,Uncategorized
Tax & Insurance,Soft Costs
Tax (Capital Purchases),Uncategorized
"Tax (Use, Sales)",Uncategorized
Tax Estimate - Construction Cost Only,Construction
Tax Estimate - Test Enclosure,Uncategorized
Tax Exempt Coordinator,Uncategorized
Tax on Materials only,Uncategorized
"Tax, Insurance",Soft Costs
Tax-GST,Uncategorized
Tax-HST,Uncategorized
Tax-PST,Uncategorized
Taxes,Uncategorized
Taxes & Freight,Uncategorized
Taxes & Levies,Uncategorized
Taxes (9.25%),Uncategorized
Taxes - Building Improvement,Construction
Taxes - Equipment,FF&E + Millwork
Taxes - FF&E,FF&E + Millwork
Taxes - Security,FF&E + Millwork
Taxes 1,Uncategorized
"Taxes 7,2%",Uncategorized
Taxes Exp,Uncategorized
Taxes Real Estate,Uncategorized
Taxes and Shipping,Uncategorized
"Taxes, Insurance, HOA Fees  - Misc Taxes Insurance",Soft Costs
"Taxes, Insurance, HOA Fees - Owner's Liability Insurance",Soft Costs
"Taxes, Insurance, HOA Fees - Property Tax",Soft Costs
"Taxes, Insurance, and HOA Fees",Soft Costs
"Taxes, all",Uncategorized
"Taxes, all  (Item 7 Gilbane GMP 2221006)",Construction
Taxes- Real Estate,Uncategorized
Taxes- Sales,Uncategorized
Taxes| all,Uncategorized
Teardown of HDF,Uncategorized
"Tech - IT, LV, AV Equipment",FF&E + Millwork
Tech - Security Equipment,FF&E + Millwork
Tech Budget,Uncategorized
Tech Contingency,Construction
Tech Contingency (20%),Construction
Tech Mover,FF&E + Millwork
Tech Source,Uncategorized
Tech/ Comm/ AV / Cabling,FF&E + Millwork
Tech/ Comm/ AV / Cabling - Contingency 10%,Construction
Tech/AV - Dell/Zoom,FF&E + Millwork
Tech/Comm,Uncategorized
Tech/Comm (Info Tech),Uncategorized
Tech/Comm (Kearny Bank),Uncategorized
"Tech/Comm (Security, LV) - IBA",FF&E + Millwork
Tech/Comm + Data & Cabling,FF&E + Millwork
Tech/Comm - 8ft CAT6A patch cord,Uncategorized
Tech/Comm - Ainsworth,Uncategorized
Tech/Comm - Brightsign Technology,Uncategorized
Tech/Comm - CCS - Transferred funds to HC Construction,Construction
Tech/Comm - CTCI,Uncategorized
Tech/Comm - Cable removal,Uncategorized
Tech/Comm - Computers & Monitor Arms,Uncategorized
Tech/Comm - DC OCTO,Uncategorized
Tech/Comm - Dell,Uncategorized
Tech/Comm - Equipment,FF&E + Millwork
Tech/Comm - Extending Circuit,Construction
Tech/Comm - IDF/MDF Equipment,FF&E + Millwork
Tech/Comm - IT Equipment,FF&E + Millwork
Tech/Comm - Internal Evoqua,Uncategorized
Tech/Comm - Monitors and Install,FF&E + Millwork
Tech/Comm - Montgomery Tech,Uncategorized
Tech/Comm - Network9,Uncategorized
Tech/Comm - Occupancy Sensors,Uncategorized
Tech/Comm - Pathway,Uncategorized
Tech/Comm - Phones,Uncategorized
Tech/Comm - Servers,Uncategorized
Tech/Comm - Smart Technology,FF&E + Millwork
Tech/Comm - Zoom Equipment,FF&E + Millwork
Tech/Comm / New Furniture,FF&E + Millwork
